,AnswerText,SurveyID,UserID,QuestionID
1397,Male,2014,138,2
1398,Female,2014,139,2
1399,Male,2014,140,2
1400,Male,2014,141,2
1401,Male,2014,142,2
1402,Male,2014,143,2
1403,Male,2014,144,2
1404,Female,2014,145,2
1405,Male,2014,146,2
1406,Male,2014,147,2
1407,Male,2014,148,2
1408,Male,2014,149,2
1409,Female,2014,150,2
1410,Male,2014,151,2
1411,Male,2014,152,2
1412,Male,2014,153,2
1413,Male,2014,154,2
1414,Male,2014,155,2
1415,Male,2014,156,2
1416,Male,2014,157,2
1417,Male,2014,158,2
1418,Male,2014,159,2
1419,Male,2014,160,2
1420,Male,2014,161,2
1421,Female,2014,162,2
1422,Male,2014,163,2
1423,Male,2014,164,2
1424,Female,2014,165,2
1425,Female,2014,166,2
1426,Male,2014,167,2
1427,Male,2014,168,2
1428,Male,2014,169,2
1429,Male,2014,170,2
1430,Male,2014,171,2
1431,Male,2014,172,2
1432,Male,2014,173,2
1433,Female,2014,174,2
1434,Female,2014,175,2
1435,Male,2014,176,2
1436,Male,2014,177,2
1437,Female,2014,178,2
1438,Female,2014,179,2
1439,Male,2014,180,2
1440,Male,2014,181,2
1441,Female,2014,182,2
1442,Female,2014,183,2
1443,Male,2014,184,2
1444,Male,2014,185,2
1445,Male,2014,186,2
1446,Male,2014,187,2
1447,Male,2014,188,2
1448,Male,2014,189,2
1449,Female,2014,190,2
1450,Female,2014,191,2
1451,Male,2014,192,2
1452,Male,2014,193,2
1453,Male,2014,194,2
1454,Female,2014,195,2
1455,Male,2014,196,2
1456,Female,2014,197,2
1457,Male,2014,198,2
1458,Male,2014,199,2
1459,Male,2014,200,2
1460,Female,2014,201,2
1461,Female,2014,202,2
1462,Male,2014,203,2
1463,Male,2014,204,2
1464,Male,2014,205,2
1465,Male,2014,206,2
1466,Male,2014,207,2
1467,Male,2014,208,2
1468,Male,2014,209,2
1469,Male,2014,210,2
1470,Female,2014,211,2
1471,Male,2014,212,2
1472,Male,2014,213,2
1473,Female,2014,214,2
1474,Female,2014,215,2
1475,Female,2014,216,2
1476,Male,2014,217,2
1477,Male,2014,218,2
1478,Female,2014,219,2
1479,Male,2014,220,2
1480,Female,2014,221,2
1481,Male,2014,222,2
1482,Male,2014,223,2
1483,Male,2014,224,2
1484,Male,2014,225,2
1485,Male,2014,226,2
1486,Male,2014,227,2
1487,Male,2014,228,2
1488,Male,2014,229,2
1489,Male,2014,230,2
1490,Male,2014,231,2
1491,Male,2014,232,2
1492,Male,2014,233,2
1493,Male,2014,234,2
1494,Male,2014,235,2
1495,Male,2014,236,2
1496,Male,2014,237,2
1497,Male,2014,238,2
1498,Female,2014,239,2
1499,Female,2014,240,2
1500,Male,2014,241,2
1501,Male,2014,242,2
1502,Male,2014,243,2
1503,Male,2014,244,2
1504,Male,2014,245,2
1505,Male,2014,246,2
1506,Male,2014,247,2
1507,Male,2014,248,2
1508,Male,2014,249,2
1509,Female,2014,250,2
1510,Male,2014,251,2
1511,Male,2014,252,2
1512,Male,2014,253,2
1513,Male,2014,254,2
1514,Male,2014,255,2
1515,Male,2014,256,2
1516,Female,2014,257,2
1517,Male,2014,258,2
1518,Male,2014,259,2
1519,Male,2014,260,2
1520,Female,2014,261,2
1521,Male,2014,262,2
1522,Male,2014,263,2
1523,Male,2014,264,2
1524,Male,2014,265,2
1525,Male,2014,266,2
1526,Male,2014,267,2
1527,Male,2014,268,2
1528,Female,2014,269,2
1529,Male,2014,270,2
1530,Male,2014,271,2
1531,Female,2014,272,2
1532,Male,2014,273,2
1533,Male,2014,274,2
1534,Male,2014,275,2
1535,Male,2014,276,2
1536,Male,2014,277,2
1537,Male,2014,278,2
1538,Male,2014,279,2
1539,Male,2014,280,2
1540,Male,2014,281,2
1541,Male,2014,282,2
1542,Male,2014,283,2
1543,Male,2014,284,2
1544,Male,2014,285,2
1545,Male,2014,286,2
1546,Female,2014,287,2
1547,Male,2014,288,2
1548,Female,2014,289,2
1549,Female,2014,290,2
1550,Male,2014,291,2
1551,Male,2014,292,2
1552,Male,2014,293,2
1553,Male,2014,294,2
1554,Male,2014,295,2
1555,Female,2014,296,2
1556,Female,2014,297,2
1557,Male,2014,298,2
1558,Male,2014,299,2
1559,Male,2014,300,2
1560,Female,2014,301,2
1561,Female,2014,302,2
1562,Male,2014,303,2
1563,Female,2014,304,2
1564,Female,2014,305,2
1565,Male,2014,306,2
1566,queer/she/they,2014,307,2
1567,Male,2014,308,2
1568,Male,2014,309,2
1569,Male,2014,310,2
1570,Male,2014,311,2
1571,Male,2014,312,2
1572,Male,2014,313,2
1573,Male,2014,314,2
1574,Male,2014,315,2
1575,Male,2014,316,2
1576,Male,2014,317,2
1577,Male,2014,318,2
1578,Female,2014,319,2
1579,Male,2014,320,2
1580,Male,2014,321,2
1581,Male,2014,322,2
1582,Male,2014,323,2
1583,Female,2014,324,2
1584,Male,2014,325,2
1585,Male,2014,326,2
1586,Female,2014,327,2
1587,Male,2014,328,2
1588,Male,2014,329,2
1589,Male,2014,330,2
1590,Male,2014,331,2
1591,Male,2014,332,2
1592,Male,2014,333,2
1593,Male,2014,334,2
1594,Male,2014,335,2
1595,Male,2014,336,2
1596,Male,2014,337,2
1597,Female,2014,338,2
1598,Male,2014,339,2
1599,Male,2014,340,2
1600,Male,2014,341,2
1601,Female,2014,342,2
1602,Male,2014,343,2
1603,Male,2014,344,2
1604,Male,2014,345,2
1605,Female,2014,346,2
1606,Male,2014,347,2
1607,Male,2014,348,2
1608,Male,2014,349,2
1609,non-binary,2014,350,2
1610,Male,2014,351,2
1611,Male,2014,352,2
1612,Male,2014,353,2
1613,Male,2014,354,2
1614,Female,2014,355,2
1615,Male,2014,356,2
1616,Male,2014,357,2
1617,Male,2014,358,2
1618,Male,2014,359,2
1619,Male,2014,360,2
1620,Female,2014,361,2
1621,Male,2014,362,2
1622,Male,2014,363,2
1623,Male,2014,364,2
1624,Male,2014,365,2
1625,Male,2014,366,2
1626,Male,2014,367,2
1627,Male,2014,368,2
1628,Male,2014,369,2
1629,Male,2014,370,2
1630,Female,2014,371,2
1631,Male,2014,372,2
1632,Male,2014,373,2
1633,Female,2014,374,2
1634,Female,2014,375,2
1635,Male,2014,376,2
1636,Female,2014,377,2
1637,Female,2014,378,2
1638,Female,2014,379,2
1639,Female,2014,380,2
1640,Male,2014,381,2
1641,Male,2014,382,2
1642,Male,2014,383,2
1643,Male,2014,384,2
1644,Male,2014,385,2
1645,Female,2014,386,2
1646,Male,2014,387,2
1647,Nah,2014,388,2
1648,Female,2014,389,2
1649,Female,2014,390,2
1650,All,2014,391,2
1651,Female,2014,392,2
1652,Male,2014,393,2
1653,Male,2014,394,2
1654,Female,2014,395,2
1655,Male,2014,396,2
1656,Male,2014,397,2
1657,Male,2014,398,2
1658,Female,2014,399,2
1659,Male,2014,400,2
1660,Male,2014,401,2
1661,Male,2014,402,2
1662,Male,2014,403,2
1663,Male,2014,404,2
1664,Male,2014,405,2
1665,Male,2014,406,2
1666,Male,2014,407,2
1667,Male,2014,408,2
1668,Male,2014,409,2
1669,Female,2014,410,2
1670,Male,2014,411,2
1671,Female,2014,412,2
1672,Male,2014,413,2
1673,Enby,2014,414,2
1674,Female,2014,415,2
1675,Male,2014,416,2
1676,fluid,2014,417,2
1677,Male,2014,418,2
1678,Male,2014,419,2
1679,Male,2014,420,2
1680,Male,2014,421,2
1681,Male,2014,422,2
1682,Male,2014,423,2
1683,Male,2014,424,2
1684,Female,2014,425,2
1685,Male,2014,426,2
1686,Male,2014,427,2
1687,Female,2014,428,2
1688,Male,2014,429,2
1689,Female,2014,430,2
1690,Male,2014,431,2
1691,Female,2014,432,2
1692,Male,2014,433,2
1693,Male,2014,434,2
1694,Female,2014,435,2
1695,Male,2014,436,2
1696,Male,2014,437,2
1697,Male,2014,438,2
1698,Female,2014,439,2
1699,Male,2014,440,2
1700,Male,2014,441,2
1701,Male,2014,442,2
1702,Male,2014,443,2
1703,Female,2014,444,2
1704,Male,2014,445,2
1705,Male,2014,446,2
1706,Male,2014,447,2
1707,Female,2014,448,2
1708,Male,2014,449,2
1709,Male,2014,450,2
1710,Male,2014,451,2
1711,Genderqueer,2014,452,2
1712,Male,2014,453,2
1713,Male,2014,454,2
1714,Male,2014,455,2
1715,Male,2014,456,2
1716,Male,2014,457,2
1717,Male,2014,458,2
1718,Male,2014,459,2
1719,Male,2014,460,2
1720,Male,2014,461,2
1721,Female,2014,462,2
1722,Male,2014,463,2
1723,Female,2014,464,2
1724,Male,2014,465,2
1725,Male,2014,466,2
1726,Male,2014,467,2
1727,Male,2014,468,2
1728,Male,2014,469,2
1729,Female,2014,470,2
1730,Male,2014,471,2
1731,Male,2014,472,2
1732,Male,2014,473,2
1733,Female,2014,474,2
1734,Male,2014,475,2
1735,Male,2014,476,2
1736,Male,2014,477,2
1737,Male,2014,478,2
1738,Male,2014,479,2
1739,Female,2014,480,2
1740,Male,2014,481,2
1741,Male,2014,482,2
1742,Female,2014,483,2
1743,Male,2014,484,2
1744,Male,2014,485,2
1745,Male,2014,486,2
1746,Female,2014,487,2
1747,Male,2014,488,2
1748,Male,2014,489,2
1749,Male,2014,490,2
1750,Male,2014,491,2
1751,Male,2014,492,2
1752,Male,2014,493,2
1753,Female,2014,494,2
1754,Male,2014,495,2
1755,Female,2014,496,2
1756,Male,2014,497,2
1757,Female,2014,498,2
1758,Male,2014,499,2
1759,Male,2014,500,2
1760,Female,2014,501,2
1761,Male,2014,502,2
1762,Male,2014,503,2
1763,Male,2014,504,2
1764,Female,2014,505,2
1765,Male,2014,506,2
1766,Male,2014,507,2
1767,Male,2014,508,2
1768,Male,2014,509,2
1769,Male,2014,510,2
1770,Female,2014,511,2
1771,Female,2014,512,2
1772,Male,2014,513,2
1773,Male,2014,514,2
1774,Male,2014,515,2
1775,Male,2014,516,2
1776,Male,2014,517,2
1777,Female,2014,518,2
1778,Male,2014,519,2
1779,Male,2014,520,2
1780,Male,2014,521,2
1781,Female,2014,522,2
1782,Male,2014,523,2
1783,Male,2014,524,2
1784,Male,2014,525,2
1785,Female,2014,526,2
1786,Male,2014,527,2
1787,Male,2014,528,2
1788,Male,2014,529,2
1789,Female,2014,530,2
1790,Male,2014,531,2
1791,Male,2014,532,2
1792,Female,2014,533,2
1793,Male,2014,534,2
1794,Male,2014,535,2
1795,Female,2014,536,2
1796,Male,2014,537,2
1797,Male,2014,538,2
1798,Male,2014,539,2
1799,Female,2014,540,2
1800,Female,2014,541,2
1801,Female,2014,542,2
1802,Male,2014,543,2
1803,Female,2014,544,2
1804,Androgyne,2014,545,2
1805,Female,2014,546,2
1806,Male,2014,547,2
1807,Male,2014,548,2
1808,Male,2014,549,2
1809,Male,2014,550,2
1810,Female,2014,551,2
1811,Male,2014,552,2
1812,Female,2014,553,2
1813,Agender,2014,554,2
1814,Female,2014,555,2
1815,Female,2014,556,2
1816,Male,2014,557,2
1817,Male,2014,558,2
1818,Male,2014,559,2
1819,Male,2014,560,2
1820,Male,2014,561,2
1821,Male,2014,562,2
1822,Male,2014,563,2
1823,Male,2014,564,2
1824,Male,2014,565,2
1825,Male,2014,566,2
1826,Male,2014,567,2
1827,Male,2014,568,2
1828,Male,2014,569,2
1829,Male,2014,570,2
1830,Male,2014,571,2
1831,Male,2014,572,2
1832,Female,2014,573,2
1833,Female,2014,574,2
1834,Male,2014,575,2
1835,Male,2014,576,2
1836,Male,2014,577,2
1837,Male,2014,578,2
1838,Male,2014,579,2
1839,Male,2014,580,2
1840,Male,2014,581,2
1841,Male,2014,582,2
1842,Male,2014,583,2
1843,Male,2014,584,2
1844,Male,2014,585,2
1845,Female,2014,586,2
1846,Male,2014,587,2
1847,Female,2014,588,2
1848,Male,2014,589,2
1849,Male,2014,590,2
1850,Male,2014,591,2
1851,Male,2014,592,2
1852,Male,2014,593,2
1853,Male,2014,594,2
1854,Male,2014,595,2
1855,Male,2014,596,2
1856,Female,2014,597,2
1857,Male,2014,598,2
1858,Male,2014,599,2
1859,Male,2014,600,2
1860,Male,2014,601,2
1861,Male,2014,602,2
1862,Male,2014,603,2
1863,Female,2014,604,2
1864,Male,2014,605,2
1865,Male,2014,606,2
1866,Male,2014,607,2
1867,Male,2014,608,2
1868,Male,2014,609,2
1869,Male,2014,610,2
1870,Male,2014,611,2
1871,Male,2014,612,2
1872,Male,2014,613,2
1873,Male,2014,614,2
1874,Male,2014,615,2
1875,Male,2014,616,2
1876,Male,2014,617,2
1877,Male,2014,618,2
1878,Male,2014,619,2
1879,Male,2014,620,2
1880,Male,2014,621,2
1881,Male,2014,622,2
1882,Female,2014,623,2
1883,Female,2014,624,2
1884,Female,2014,625,2
1885,Female,2014,626,2
1886,Guy (-ish) ^_^,2014,627,2
1887,Male,2014,628,2
1888,male leaning androgynous,2014,629,2
1889,Male,2014,630,2
1890,Female,2014,631,2
1891,Male,2014,632,2
1892,Male,2014,633,2
1893,Female,2014,634,2
1894,Male,2014,635,2
1895,Male,2014,636,2
1896,Male,2014,637,2
1897,Male,2014,638,2
1898,Male,2014,639,2
1899,Male,2014,640,2
1900,Male,2014,641,2
1901,Male,2014,642,2
1902,Female,2014,643,2
1903,Male,2014,644,2
1904,Female,2014,645,2
1905,Male,2014,646,2
1906,Male,2014,647,2
1907,Male,2014,648,2
1908,Female,2014,649,2
1909,Female,2014,650,2
1910,Male,2014,651,2
1911,Male,2014,652,2
1912,Male,2014,653,2
1913,Female,2014,654,2
1914,Male,2014,655,2
1915,Male,2014,656,2
1916,Male,2014,657,2
1917,Male,2014,658,2
1918,Male,2014,659,2
1919,Male,2014,660,2
1920,Female,2014,661,2
1921,Male,2014,662,2
1922,Male,2014,663,2
1923,Male,2014,664,2
1924,Male,2014,665,2
1925,Male,2014,666,2
1926,Male,2014,667,2
1927,Male,2014,668,2
1928,Male,2014,669,2
1929,Male,2014,670,2
1930,Male,2014,671,2
1931,Male,2014,672,2
1932,Male,2014,673,2
1933,Female,2014,674,2
1934,Male,2014,675,2
1935,Male,2014,676,2
1936,Male,2014,677,2
1937,Female,2014,678,2
1938,Male,2014,679,2
1939,Male,2014,680,2
1940,Male,2014,681,2
1941,Male,2014,682,2
1942,Trans woman,2014,683,2
1943,Female,2014,684,2
1944,Female,2014,685,2
1945,Female,2014,686,2
1946,Female,2014,687,2
1947,Male,2014,688,2
1948,Male,2014,689,2
1949,Female,2014,690,2
1950,Male,2014,691,2
1951,Male,2014,692,2
1952,Male,2014,693,2
1953,Female,2014,694,2
1954,Male,2014,695,2
1955,Male,2014,696,2
1956,Male,2014,697,2
1957,Female,2014,698,2
1958,Male,2014,699,2
1959,Male,2014,700,2
1960,Male,2014,701,2
1961,Male,2014,702,2
1962,Male,2014,703,2
1963,Male,2014,704,2
1964,Male,2014,705,2
1965,Male,2014,706,2
1966,Male,2014,707,2
1967,Male,2014,708,2
1968,Female,2014,709,2
1969,Male,2014,710,2
1970,Male,2014,711,2
1971,Male,2014,712,2
1972,Male,2014,713,2
1973,Male,2014,714,2
1974,Male,2014,715,2
1975,Male,2014,716,2
1976,Male,2014,717,2
1977,Male,2014,718,2
1978,Male,2014,719,2
1979,Male,2014,720,2
1980,Male,2014,721,2
1981,Male,2014,722,2
1982,Male,2014,723,2
1983,Male,2014,724,2
1984,Male,2014,725,2
1985,Male,2014,726,2
1986,Male,2014,727,2
1987,Male,2014,728,2
1988,Male,2014,729,2
1989,Male,2014,730,2
1990,Male,2014,731,2
1991,Male,2014,732,2
1992,Male,2014,733,2
1993,Male,2014,734,2
1994,Male,2014,735,2
1995,Male,2014,736,2
1996,Male,2014,737,2
1997,Male,2014,738,2
1998,Male,2014,739,2
1999,Male,2014,740,2
2000,Male,2014,741,2
2001,Male,2014,742,2
2002,Male,2014,743,2
2003,Male,2014,744,2
2004,Male,2014,745,2
2005,Male,2014,746,2
2006,Male,2014,747,2
2007,Male,2014,748,2
2008,Male,2014,749,2
2009,Male,2014,750,2
2010,Male,2014,751,2
2011,Male,2014,752,2
2012,Male,2014,753,2
2013,Male,2014,754,2
2014,Male,2014,755,2
2015,Female,2014,756,2
2016,Female,2014,757,2
2017,Male,2014,758,2
2018,Male,2014,759,2
2019,Male,2014,760,2
2020,Male,2014,761,2
2021,Female,2014,762,2
2022,Male,2014,763,2
2023,Male,2014,764,2
2024,Female,2014,765,2
2025,Male,2014,766,2
2026,Female,2014,767,2
2027,Male,2014,768,2
2028,Female,2014,769,2
2029,Male,2014,770,2
2030,Male,2014,771,2
2031,Male,2014,772,2
2032,Male,2014,773,2
2033,Male,2014,774,2
2034,Male,2014,775,2
2035,Male,2014,776,2
2036,Male,2014,777,2
2037,Neuter,2014,778,2
2038,Female,2014,779,2
2039,Female,2014,780,2
2040,Male,2014,781,2
2041,Male,2014,782,2
2042,Male,2014,783,2
2043,Male,2014,784,2
2044,Male,2014,785,2
2045,Male,2014,786,2
2046,Male,2014,787,2
2047,Male,2014,788,2
2048,Male,2014,789,2
2049,Male,2014,790,2
2050,Male,2014,791,2
2051,Male,2014,792,2
2052,Female,2014,793,2
2053,Female,2014,794,2
2054,Female,2014,795,2
2055,Male,2014,796,2
2056,Female,2014,797,2
2057,Male,2014,798,2
2058,Male,2014,799,2
2059,Female,2014,800,2
2060,Male,2014,801,2
2061,Male,2014,802,2
2062,Male,2014,803,2
2063,Female,2014,804,2
2064,Male,2014,805,2
2065,Female (trans),2014,806,2
2066,Female,2014,807,2
2067,Female,2014,808,2
2068,Male,2014,809,2
2069,Male,2014,810,2
2070,Male,2014,811,2
2071,Male,2014,812,2
2072,Male,2014,813,2
2073,Male,2014,814,2
2074,Female,2014,815,2
2075,Female,2014,816,2
2076,Male,2014,817,2
2077,Male,2014,818,2
2078,queer,2014,819,2
2079,Male,2014,820,2
2080,Female,2014,821,2
2081,Male,2014,822,2
2082,Male,2014,823,2
2083,Male,2014,824,2
2084,Male,2014,825,2
2085,Female,2014,826,2
2086,Male,2014,827,2
2087,Male,2014,828,2
2088,Female,2014,829,2
2089,Male,2014,830,2
2090,Male,2014,831,2
2091,Male,2014,832,2
2092,Male,2014,833,2
2093,Female,2014,834,2
2094,Male,2014,835,2
2095,Male,2014,836,2
2096,Female,2014,837,2
2097,Female,2014,838,2
2098,Male,2014,839,2
2099,Male,2014,840,2
2100,Male,2014,841,2
2101,Male,2014,842,2
2102,Female,2014,843,2
2103,Male,2014,844,2
2104,Male,2014,845,2
2105,Male,2014,846,2
2106,Male,2014,847,2
2107,Male,2014,848,2
2108,Male,2014,849,2
2109,Male,2014,850,2
2110,Male,2014,851,2
2111,Male,2014,852,2
2112,Male,2014,853,2
2113,Male,2014,854,2
2114,Male,2014,855,2
2115,Male,2014,856,2
2116,Male,2014,857,2
2117,Male,2014,858,2
2118,Male,2014,859,2
2119,Male,2014,860,2
2120,Male,2014,861,2
2121,Male,2014,862,2
2122,Male,2014,863,2
2123,Male,2014,864,2
2124,Male,2014,865,2
2125,Male,2014,866,2
2126,Male,2014,867,2
2127,Male,2014,868,2
2128,Male,2014,869,2
2129,Male,2014,870,2
2130,Male,2014,871,2
2131,Female,2014,872,2
2132,Male,2014,873,2
2133,Male,2014,874,2
2134,Male,2014,875,2
2135,Male,2014,876,2
2136,Male,2014,877,2
2137,Male,2014,878,2
2138,Female,2014,879,2
2139,Male,2014,880,2
2140,Male,2014,881,2
2141,Male,2014,882,2
2142,Male,2014,883,2
2143,Male,2014,884,2
2144,Male,2014,885,2
2145,Male,2014,886,2
2146,Male,2014,887,2
2147,Male,2014,888,2
2148,Male,2014,889,2
2149,Male,2014,890,2
2150,Male,2014,891,2
2151,Male,2014,892,2
2152,Male,2014,893,2
2153,Male,2014,894,2
2154,Male,2014,895,2
2155,Male,2014,896,2
2156,Male,2014,897,2
2157,Male,2014,898,2
2158,Male,2014,899,2
2159,Male,2014,900,2
2160,Male,2014,901,2
2161,Male,2014,902,2
2162,Female,2014,903,2
2163,Male,2014,904,2
2164,Male,2014,905,2
2165,Male,2014,906,2
2166,Male,2014,907,2
2167,Female,2014,908,2
2168,Male,2014,909,2
2169,Male,2014,910,2
2170,Male,2014,911,2
2171,Male,2014,912,2
2172,Female,2014,913,2
2173,Male,2014,914,2
2174,Female,2014,915,2
2175,Male,2014,916,2
2176,Male,2014,917,2
2177,Male,2014,918,2
2178,Male,2014,919,2
2179,Female,2014,920,2
2180,Male,2014,921,2
2181,Male,2014,922,2
2182,Male,2014,923,2
2183,Male,2014,924,2
2184,Male,2014,925,2
2185,Male,2014,926,2
2186,Male,2014,927,2
2187,Male,2014,928,2
2188,Male,2014,929,2
2189,Male,2014,930,2
2190,Female,2014,931,2
2191,Male,2014,932,2
2192,Male,2014,933,2
2193,Male,2014,934,2
2194,Male,2014,935,2
2195,Male,2014,936,2
2196,Male,2014,937,2
2197,Male,2014,938,2
2198,Male,2014,939,2
2199,Male,2014,940,2
2200,Male,2014,941,2
2201,Male,2014,942,2
2202,Female,2014,943,2
2203,Male,2014,944,2
2204,Male,2014,945,2
2205,Male,2014,946,2
2206,Male,2014,947,2
2207,Male,2014,948,2
2208,Male,2014,949,2
2209,Male,2014,950,2
2210,Male,2014,951,2
2211,Male,2014,952,2
2212,Male,2014,953,2
2213,Female,2014,954,2
2214,Male,2014,955,2
2215,Male,2014,956,2
2216,Male,2014,957,2
2217,Male,2014,958,2
2218,Male,2014,959,2
2219,Male,2014,960,2
2220,Male,2014,961,2
2221,Male,2014,962,2
2222,Male,2014,963,2
2223,Male,2014,964,2
2224,Male,2014,965,2
2225,Male,2014,966,2
2226,Female,2014,967,2
2227,Male,2014,968,2
2228,Male,2014,969,2
2229,Female,2014,970,2
2230,Male,2014,971,2
2231,Male,2014,972,2
2232,Male,2014,973,2
2233,Male,2014,974,2
2234,Male,2014,975,2
2235,Male,2014,976,2
2236,Male,2014,977,2
2237,Male,2014,978,2
2238,Male,2014,979,2
2239,Male,2014,980,2
2240,Male,2014,981,2
2241,Female,2014,982,2
2242,Female,2014,983,2
2243,Male,2014,984,2
2244,Male,2014,985,2
2245,Male,2014,986,2
2246,Female,2014,987,2
2247,Male,2014,988,2
2248,Male,2014,989,2
2249,A little about you,2014,990,2
2250,Male,2014,991,2
2251,Male,2014,992,2
2252,Female,2014,993,2
2253,Male,2014,994,2
2254,Male,2014,995,2
2255,Male,2014,996,2
2256,Male,2014,997,2
2257,Female,2014,998,2
2258,Male,2014,999,2
2259,Male,2014,1000,2
2260,Male,2014,1001,2
2261,Male,2014,1002,2
2262,Male,2014,1003,2
2263,Female,2014,1004,2
2264,Male,2014,1005,2
2265,Male,2014,1006,2
2266,Male,2014,1007,2
2267,Male,2014,1008,2
2268,Male,2014,1009,2
2269,Female,2014,1010,2
2270,Male,2014,1011,2
2271,Female,2014,1012,2
2272,Female,2014,1013,2
2273,Female,2014,1014,2
2274,Male,2014,1015,2
2275,Male,2014,1016,2
2276,Female,2014,1017,2
2277,Female (trans),2014,1018,2
2278,Male,2014,1019,2
2279,Male,2014,1020,2
2280,Male,2014,1021,2
2281,Female,2014,1022,2
2282,Male,2014,1023,2
2283,Male,2014,1024,2
2284,Male,2014,1025,2
2285,Male,2014,1026,2
2286,Female,2014,1027,2
2287,Male,2014,1028,2
2288,Female,2014,1029,2
2289,Male,2014,1030,2
2290,Male,2014,1031,2
2291,Male,2014,1032,2
2292,Male,2014,1033,2
2293,Female,2014,1034,2
2294,Male,2014,1035,2
2295,Male,2014,1036,2
2296,Male,2014,1037,2
2297,Male,2014,1038,2
2298,Female,2014,1039,2
2299,Male,2014,1040,2
2300,Female,2014,1041,2
2301,Male,2014,1042,2
2302,Male,2014,1043,2
2303,Male,2014,1044,2
2304,Female,2014,1045,2
2305,Female,2014,1046,2
2306,Male,2014,1047,2
2307,Male,2014,1048,2
2308,Male,2014,1049,2
2309,Male,2014,1050,2
2310,Female,2014,1051,2
2311,Female,2014,1052,2
2312,Male,2014,1053,2
2313,Male,2014,1054,2
2314,Male,2014,1055,2
2315,Male,2014,1056,2
2316,Male,2014,1057,2
2317,Male,2014,1058,2
2318,Male,2014,1059,2
2319,Female,2014,1060,2
2320,Female,2014,1061,2
2321,Male,2014,1062,2
2322,Male,2014,1063,2
2323,Male,2014,1064,2
