AnswerText,SurveyID,UserID,QuestionID,question name,question ID
Female,2014,219,2,,
Male,2014,220,2,,
Female,2014,221,2,,
Male,2014,222,2,,
Male,2014,223,2,,
Male,2014,224,2,,
Male,2014,225,2,,
Male,2014,226,2,,
Male,2014,227,2,,
Male,2014,228,2,,
Male,2014,229,2,,
Male,2014,230,2,,
Male,2014,231,2,,
Male,2014,232,2,,
Male,2014,233,2,,
Male,2014,234,2,,
Male,2014,235,2,,
Male,2014,236,2,,
Male,2014,237,2,,
Male,2014,238,2,,
Female,2014,239,2,,
Female,2014,240,2,,
Male,2014,241,2,,
Male,2014,242,2,,
Male,2014,243,2,,
Male,2014,244,2,,
Male,2014,245,2,,
Male,2014,246,2,,
Male,2014,247,2,,
Male,2014,248,2,,
Male,2014,249,2,,
Female,2014,250,2,,
Male,2014,251,2,,
Male,2014,252,2,,
Male,2014,253,2,,
Male,2014,254,2,,
Male,2014,255,2,,
Male,2014,256,2,,
Female,2014,257,2,,
Male,2014,258,2,,
Male,2014,259,2,,
Male,2014,260,2,,
Female,2014,261,2,,
Male,2014,262,2,,
Male,2014,263,2,,
Male,2014,264,2,,
Male,2014,265,2,,
Male,2014,266,2,,
Male,2014,267,2,,
Male,2014,268,2,,
Female,2014,269,2,,
Male,2014,270,2,,
Male,2014,271,2,,
Female,2014,272,2,,
Male,2014,273,2,,
Male,2014,274,2,,
Male,2014,275,2,,
Male,2014,276,2,,
Male,2014,277,2,,
Male,2014,278,2,,
Male,2014,279,2,,
Male,2014,280,2,,
Male,2014,281,2,,
Male,2014,282,2,,
Male,2014,283,2,,
Male,2014,284,2,,
Male,2014,285,2,,
Male,2014,286,2,,
Female,2014,287,2,,
Male,2014,288,2,,
Female,2014,289,2,,
Female,2014,290,2,,
Male,2014,291,2,,
Male,2014,292,2,,
Male,2014,293,2,,
Male,2014,294,2,,
Male,2014,295,2,,
Female,2014,296,2,,
Female,2014,297,2,,
Male,2014,298,2,,
Male,2014,299,2,,
Male,2014,300,2,,
Female,2014,301,2,,
Female,2014,302,2,,
Male,2014,303,2,,
Female,2014,304,2,,
Female,2014,305,2,,
Male,2014,306,2,,
queer/she/they,2014,307,2,,
Male,2014,308,2,,
Male,2014,309,2,,
Male,2014,310,2,,
Male,2014,311,2,,
Male,2014,312,2,,
Male,2014,313,2,,
Male,2014,314,2,,
Male,2014,315,2,,
Male,2014,316,2,,
Male,2014,317,2,,
Male,2014,318,2,,
Female,2014,319,2,,
Male,2014,320,2,,
Male,2014,321,2,,
Male,2014,322,2,,
Male,2014,323,2,,
Female,2014,324,2,,
Male,2014,325,2,,
Male,2014,326,2,,
Female,2014,327,2,,
Male,2014,328,2,,
Male,2014,329,2,,
Male,2014,330,2,,
Male,2014,331,2,,
Male,2014,332,2,,
Male,2014,333,2,,
Male,2014,334,2,,
Male,2014,335,2,,
Male,2014,336,2,,
Male,2014,337,2,,
Female,2014,338,2,,
Male,2014,339,2,,
Male,2014,340,2,,
Male,2014,341,2,,
Female,2014,342,2,,
Male,2014,343,2,,
Male,2014,344,2,,
Male,2014,345,2,,
Female,2014,346,2,,
Male,2014,347,2,,
Male,2014,348,2,,
Male,2014,349,2,,
non-binary,2014,350,2,,
Male,2014,351,2,,
Male,2014,352,2,,
Male,2014,353,2,,
Male,2014,354,2,,
Female,2014,355,2,,
Male,2014,356,2,,
Male,2014,357,2,,
Male,2014,358,2,,
Male,2014,359,2,,
Male,2014,360,2,,
Female,2014,361,2,,
Male,2014,362,2,,
Male,2014,363,2,,
Male,2014,364,2,,
Male,2014,365,2,,
Male,2014,366,2,,
Male,2014,367,2,,
Male,2014,368,2,,
Male,2014,369,2,,
Male,2014,370,2,,
Female,2014,371,2,,
Male,2014,372,2,,
Male,2014,373,2,,
Female,2014,374,2,,
Female,2014,375,2,,
Male,2014,376,2,,
Female,2014,377,2,,
Female,2014,378,2,,
Female,2014,379,2,,
Female,2014,380,2,,
Male,2014,381,2,,
Male,2014,382,2,,
Male,2014,383,2,,
Male,2014,384,2,,
Male,2014,385,2,,
Female,2014,386,2,,
Male,2014,387,2,,
Nah,2014,388,2,,
Female,2014,389,2,,
Female,2014,390,2,,
All,2014,391,2,,
Female,2014,392,2,,
Male,2014,393,2,,
Male,2014,394,2,,
Female,2014,395,2,,
Male,2014,396,2,,
Male,2014,397,2,,
Male,2014,398,2,,
Female,2014,399,2,,
Male,2014,400,2,,
Male,2014,401,2,,
Male,2014,402,2,,
Male,2014,403,2,,
Male,2014,404,2,,
Male,2014,405,2,,
Male,2014,406,2,,
Male,2014,407,2,,
Male,2014,408,2,,
Male,2014,409,2,,
Female,2014,410,2,,
Male,2014,411,2,,
Female,2014,412,2,,
Male,2014,413,2,,
Enby,2014,414,2,,
Female,2014,415,2,,
Male,2014,416,2,,
fluid,2014,417,2,,
Male,2014,418,2,,
Male,2014,419,2,,
Male,2014,420,2,,
Male,2014,421,2,,
Male,2014,422,2,,
Male,2014,423,2,,
Male,2014,424,2,,
Female,2014,425,2,,
Male,2014,426,2,,
Male,2014,427,2,,
Female,2014,428,2,,
Male,2014,429,2,,
Female,2014,430,2,,
Male,2014,431,2,,
Female,2014,432,2,,
Male,2014,433,2,,
Male,2014,434,2,,
Female,2014,435,2,,
Male,2014,436,2,,
Male,2014,437,2,,
Male,2014,438,2,,
Female,2014,439,2,,
Male,2014,440,2,,
Male,2014,441,2,,
Male,2014,442,2,,
Male,2014,443,2,,
Female,2014,444,2,,
Male,2014,445,2,,
Male,2014,446,2,,
Male,2014,447,2,,
Female,2014,448,2,,
Male,2014,449,2,,
Male,2014,450,2,,
Male,2014,451,2,,
Genderqueer,2014,452,2,,
Male,2014,453,2,,
Male,2014,454,2,,
Male,2014,455,2,,
Male,2014,456,2,,
Male,2014,457,2,,
Male,2014,458,2,,
Male,2014,459,2,,
Male,2014,460,2,,
Male,2014,461,2,,
Female,2014,462,2,,
Male,2014,463,2,,
Female,2014,464,2,,
Male,2014,465,2,,
Male,2014,466,2,,
Male,2014,467,2,,
Male,2014,468,2,,
Male,2014,469,2,,
Female,2014,470,2,,
Male,2014,471,2,,
Male,2014,472,2,,
Male,2014,473,2,,
Female,2014,474,2,,
Male,2014,475,2,,
Male,2014,476,2,,
Male,2014,477,2,,
Male,2014,478,2,,
Male,2014,479,2,,
Female,2014,480,2,,
Male,2014,481,2,,
Male,2014,482,2,,
Female,2014,483,2,,
Male,2014,484,2,,
Male,2014,485,2,,
Male,2014,486,2,,
Female,2014,487,2,,
Male,2014,488,2,,
Male,2014,489,2,,
Male,2014,490,2,,
Male,2014,491,2,,
Male,2014,492,2,,
Male,2014,493,2,,
Female,2014,494,2,,
Male,2014,495,2,,
Female,2014,496,2,,
Male,2014,497,2,,
Female,2014,498,2,,
Male,2014,499,2,,
Male,2014,500,2,,
Female,2014,501,2,,
Male,2014,502,2,,
Male,2014,503,2,,
Male,2014,504,2,,
Female,2014,505,2,,
Male,2014,506,2,,
Male,2014,507,2,,
Male,2014,508,2,,
Male,2014,509,2,,
Male,2014,510,2,,
Female,2014,511,2,,
Female,2014,512,2,,
Male,2014,513,2,,
Male,2014,514,2,,
Male,2014,515,2,,
Male,2014,516,2,,
Male,2014,517,2,,
Female,2014,518,2,,
Male,2014,519,2,,
Male,2014,520,2,,
Male,2014,521,2,,
Female,2014,522,2,,
Male,2014,523,2,,
Male,2014,524,2,,
Male,2014,525,2,,
Female,2014,526,2,,
Male,2014,527,2,,
Male,2014,528,2,,
Male,2014,529,2,,
Female,2014,530,2,,
Male,2014,531,2,,
Male,2014,532,2,,
Female,2014,533,2,,
Male,2014,534,2,,
Male,2014,535,2,,
Female,2014,536,2,,
Male,2014,537,2,,
Male,2014,538,2,,
Male,2014,539,2,,
Female,2014,540,2,,
Female,2014,541,2,,
Female,2014,542,2,,
Male,2014,543,2,,
Female,2014,544,2,,
Androgyne,2014,545,2,,
Female,2014,546,2,,
Male,2014,547,2,,
Male,2014,548,2,,
Male,2014,549,2,,
Male,2014,550,2,,
Female,2014,551,2,,
Male,2014,552,2,,
Female,2014,553,2,,
Agender,2014,554,2,,
Female,2014,555,2,,
Female,2014,556,2,,
Male,2014,557,2,,
Male,2014,558,2,,
Male,2014,559,2,,
Male,2014,560,2,,
Male,2014,561,2,,
Male,2014,562,2,,
Male,2014,563,2,,
Male,2014,564,2,,
Male,2014,565,2,,
Male,2014,566,2,,
Male,2014,567,2,,
Male,2014,568,2,,
Male,2014,569,2,,
Male,2014,570,2,,
Male,2014,571,2,,
Male,2014,572,2,,
Female,2014,573,2,,
Female,2014,574,2,,
Male,2014,575,2,,
Male,2014,576,2,,
Male,2014,577,2,,
Male,2014,578,2,,
Male,2014,579,2,,
Male,2014,580,2,,
Male,2014,581,2,,
Male,2014,582,2,,
Male,2014,583,2,,
Male,2014,584,2,,
Male,2014,585,2,,
Female,2014,586,2,,
Male,2014,587,2,,
Female,2014,588,2,,
Male,2014,589,2,,
Male,2014,590,2,,
Male,2014,591,2,,
Male,2014,592,2,,
Male,2014,593,2,,
Male,2014,594,2,,
Male,2014,595,2,,
Male,2014,596,2,,
Female,2014,597,2,,
Male,2014,598,2,,
Male,2014,599,2,,
Male,2014,600,2,,
Male,2014,601,2,,
Male,2014,602,2,,
Male,2014,603,2,,
Female,2014,604,2,,
Male,2014,605,2,,
Male,2014,606,2,,
Male,2014,607,2,,
Male,2014,608,2,,
Male,2014,609,2,,
Male,2014,610,2,,
Male,2014,611,2,,
Male,2014,612,2,,
Male,2014,613,2,,
Male,2014,614,2,,
Male,2014,615,2,,
Male,2014,616,2,,
Male,2014,617,2,,
Male,2014,618,2,,
Male,2014,619,2,,
Male,2014,620,2,,
Male,2014,621,2,,
Male,2014,622,2,,
Female,2014,623,2,,
Female,2014,624,2,,
Female,2014,625,2,,
Female,2014,626,2,,
Guy (-ish) ^_^,2014,627,2,,
Male,2014,628,2,,
male leaning androgynous,2014,629,2,,
Male,2014,630,2,,
Female,2014,631,2,,
Male,2014,632,2,,
Male,2014,633,2,,
Female,2014,634,2,,
Male,2014,635,2,,
Male,2014,636,2,,
Male,2014,637,2,,
Male,2014,638,2,,
Male,2014,639,2,,
Male,2014,640,2,,
Male,2014,641,2,,
Male,2014,642,2,,
Female,2014,643,2,,
Male,2014,644,2,,
Female,2014,645,2,,
Male,2014,646,2,,
Male,2014,647,2,,
Male,2014,648,2,,
Female,2014,649,2,,
Female,2014,650,2,,
Male,2014,651,2,,
Male,2014,652,2,,
Male,2014,653,2,,
Female,2014,654,2,,
Male,2014,655,2,,
Male,2014,656,2,,
Male,2014,657,2,,
Male,2014,658,2,,
Male,2014,659,2,,
Male,2014,660,2,,
Female,2014,661,2,,
Male,2014,662,2,,
Male,2014,663,2,,
Male,2014,664,2,,
Male,2014,665,2,,
Male,2014,666,2,,
Male,2014,667,2,,
Male,2014,668,2,,
Male,2014,669,2,,
Male,2014,670,2,,
Male,2014,671,2,,
Male,2014,672,2,,
Male,2014,673,2,,
Female,2014,674,2,,
Male,2014,675,2,,
Male,2014,676,2,,
Male,2014,677,2,,
Female,2014,678,2,,
Male,2014,679,2,,
Male,2014,680,2,,
Male,2014,681,2,,
Male,2014,682,2,,
Trans woman,2014,683,2,,
Female,2014,684,2,,
Female,2014,685,2,,
Female,2014,686,2,,
Female,2014,687,2,,
Male,2014,688,2,,
Male,2014,689,2,,
Female,2014,690,2,,
Male,2014,691,2,,
Male,2014,692,2,,
Male,2014,693,2,,
Female,2014,694,2,,
Male,2014,695,2,,
Male,2014,696,2,,
Male,2014,697,2,,
Female,2014,698,2,,
Male,2014,699,2,,
Male,2014,700,2,,
Male,2014,701,2,,
Male,2014,702,2,,
Male,2014,703,2,,
Male,2014,704,2,,
Male,2014,705,2,,
Male,2014,706,2,,
Male,2014,707,2,,
Male,2014,708,2,,
Female,2014,709,2,,
Male,2014,710,2,,
Male,2014,711,2,,
Male,2014,712,2,,
Male,2014,713,2,,
Male,2014,714,2,,
Male,2014,715,2,,
Male,2014,716,2,,
Male,2014,717,2,,
Male,2014,718,2,,
Male,2014,719,2,,
Male,2014,720,2,,
Male,2014,721,2,,
Male,2014,722,2,,
Male,2014,723,2,,
Male,2014,724,2,,
Male,2014,725,2,,
Male,2014,726,2,,
Male,2014,727,2,,
Male,2014,728,2,,
Male,2014,729,2,,
Male,2014,730,2,,
Male,2014,731,2,,
Male,2014,732,2,,
Male,2014,733,2,,
Male,2014,734,2,,
Male,2014,735,2,,
Male,2014,736,2,,
Male,2014,737,2,,
Male,2014,738,2,,
Male,2014,739,2,,
Male,2014,740,2,,
Male,2014,741,2,,
Male,2014,742,2,,
Male,2014,743,2,,
Male,2014,744,2,,
Male,2014,745,2,,
Male,2014,746,2,,
Male,2014,747,2,,
Male,2014,748,2,,
Male,2014,749,2,,
Male,2014,750,2,,
Male,2014,751,2,,
Male,2014,752,2,,
Male,2014,753,2,,
Male,2014,754,2,,
Male,2014,755,2,,
Female,2014,756,2,,
Female,2014,757,2,,
Male,2014,758,2,,
Male,2014,759,2,,
Male,2014,760,2,,
Male,2014,761,2,,
Female,2014,762,2,,
Male,2014,763,2,,
Male,2014,764,2,,
Female,2014,765,2,,
Male,2014,766,2,,
Female,2014,767,2,,
Male,2014,768,2,,
Female,2014,769,2,,
Male,2014,770,2,,
Male,2014,771,2,,
Male,2014,772,2,,
Male,2014,773,2,,
Male,2014,774,2,,
Male,2014,775,2,,
Male,2014,776,2,,
Male,2014,777,2,,
Neuter,2014,778,2,,
Female,2014,779,2,,
Female,2014,780,2,,
Male,2014,781,2,,
Male,2014,782,2,,
Male,2014,783,2,,
Male,2014,784,2,,
Male,2014,785,2,,
Male,2014,786,2,,
Male,2014,787,2,,
Male,2014,788,2,,
Male,2014,789,2,,
Male,2014,790,2,,
Male,2014,791,2,,
Male,2014,792,2,,
Female,2014,793,2,,
Female,2014,794,2,,
Female,2014,795,2,,
Male,2014,796,2,,
Female,2014,797,2,,
Male,2014,798,2,,
Male,2014,799,2,,
Female,2014,800,2,,
Male,2014,801,2,,
Male,2014,802,2,,
Male,2014,803,2,,
Female,2014,804,2,,
Male,2014,805,2,,
Female (trans),2014,806,2,,
Female,2014,807,2,,
Female,2014,808,2,,
Male,2014,809,2,,
Male,2014,810,2,,
Male,2014,811,2,,
Male,2014,812,2,,
Male,2014,813,2,,
Male,2014,814,2,,
Female,2014,815,2,,
Female,2014,816,2,,
Male,2014,817,2,,
Male,2014,818,2,,
queer,2014,819,2,,
Male,2014,820,2,,
Female,2014,821,2,,
Male,2014,822,2,,
Male,2014,823,2,,
Male,2014,824,2,,
Male,2014,825,2,,
Female,2014,826,2,,
Male,2014,827,2,,
Male,2014,828,2,,
Female,2014,829,2,,
Male,2014,830,2,,
Male,2014,831,2,,
Male,2014,832,2,,
Male,2014,833,2,,
Female,2014,834,2,,
Male,2014,835,2,,
Male,2014,836,2,,
Female,2014,837,2,,
Female,2014,838,2,,
Male,2014,839,2,,
Male,2014,840,2,,
Male,2014,841,2,,
Male,2014,842,2,,
Female,2014,843,2,,
Male,2014,844,2,,
Male,2014,845,2,,
Male,2014,846,2,,
Male,2014,847,2,,
Male,2014,848,2,,
Male,2014,849,2,,
Male,2014,850,2,,
Male,2014,851,2,,
Male,2014,852,2,,
Male,2014,853,2,,
Male,2014,854,2,,
Male,2014,855,2,,
Male,2014,856,2,,
Male,2014,857,2,,
Male,2014,858,2,,
Male,2014,859,2,,
Male,2014,860,2,,
Male,2014,861,2,,
Male,2014,862,2,,
Male,2014,863,2,,
Male,2014,864,2,,
Male,2014,865,2,,
Male,2014,866,2,,
Male,2014,867,2,,
Male,2014,868,2,,
Male,2014,869,2,,
Male,2014,870,2,,
Male,2014,871,2,,
Female,2014,872,2,,
Male,2014,873,2,,
Male,2014,874,2,,
Male,2014,875,2,,
Male,2014,876,2,,
Male,2014,877,2,,
Male,2014,878,2,,
Female,2014,879,2,,
Male,2014,880,2,,
Male,2014,881,2,,
Male,2014,882,2,,
Male,2014,883,2,,
Male,2014,884,2,,
Male,2014,885,2,,
Male,2014,886,2,,
Male,2014,887,2,,
Male,2014,888,2,,
Male,2014,889,2,,
Male,2014,890,2,,
Male,2014,891,2,,
Male,2014,892,2,,
Male,2014,893,2,,
Male,2014,894,2,,
Male,2014,895,2,,
Male,2014,896,2,,
Male,2014,897,2,,
Male,2014,898,2,,
Male,2014,899,2,,
Male,2014,900,2,,
Male,2014,901,2,,
Male,2014,902,2,,
Female,2014,903,2,,
Male,2014,904,2,,
Male,2014,905,2,,
Male,2014,906,2,,
Male,2014,907,2,,
Female,2014,908,2,,
Male,2014,909,2,,
Male,2014,910,2,,
Male,2014,911,2,,
Male,2014,912,2,,
Female,2014,913,2,,
Male,2014,914,2,,
Female,2014,915,2,,
Male,2014,916,2,,
Male,2014,917,2,,
Male,2014,918,2,,
Male,2014,919,2,,
Female,2014,920,2,,
Male,2014,921,2,,
Male,2014,922,2,,
Male,2014,923,2,,
Male,2014,924,2,,
Male,2014,925,2,,
Male,2014,926,2,,
Male,2014,927,2,,
Male,2014,928,2,,
Male,2014,929,2,,
Male,2014,930,2,,
Female,2014,931,2,,
Male,2014,932,2,,
Male,2014,933,2,,
Male,2014,934,2,,
Male,2014,935,2,,
Male,2014,936,2,,
Male,2014,937,2,,
Male,2014,938,2,,
Male,2014,939,2,,
Male,2014,940,2,,
Male,2014,941,2,,
Male,2014,942,2,,
Female,2014,943,2,,
Male,2014,944,2,,
Male,2014,945,2,,
Male,2014,946,2,,
Male,2014,947,2,,
Male,2014,948,2,,
Male,2014,949,2,,
Male,2014,950,2,,
Male,2014,951,2,,
Male,2014,952,2,,
Male,2014,953,2,,
Female,2014,954,2,,
Male,2014,955,2,,
Male,2014,956,2,,
Male,2014,957,2,,
Male,2014,958,2,,
Male,2014,959,2,,
Male,2014,960,2,,
Male,2014,961,2,,
Male,2014,962,2,,
Male,2014,963,2,,
Male,2014,964,2,,
Male,2014,965,2,,
Male,2014,966,2,,
Female,2014,967,2,,
Male,2014,968,2,,
Male,2014,969,2,,
Female,2014,970,2,,
Male,2014,971,2,,
Male,2014,972,2,,
Male,2014,973,2,,
Male,2014,974,2,,
Male,2014,975,2,,
Male,2014,976,2,,
Male,2014,977,2,,
Male,2014,978,2,,
Male,2014,979,2,,
Male,2014,980,2,,
Male,2014,981,2,,
Female,2014,982,2,,
Female,2014,983,2,,
Male,2014,984,2,,
Male,2014,985,2,,
Male,2014,986,2,,
Female,2014,987,2,,
Male,2014,988,2,,
Male,2014,989,2,,
A little about you,2014,990,2,,
Male,2014,991,2,,
Male,2014,992,2,,
Female,2014,993,2,,
Male,2014,994,2,,
Male,2014,995,2,,
Male,2014,996,2,,
Male,2014,997,2,,
Female,2014,998,2,,
Male,2014,999,2,,
Male,2014,1000,2,,
Male,2014,1001,2,,
Male,2014,1002,2,,
Male,2014,1003,2,,
Female,2014,1004,2,,
Male,2014,1005,2,,
Male,2014,1006,2,,
Male,2014,1007,2,,
Male,2014,1008,2,,
Male,2014,1009,2,,
Female,2014,1010,2,,
Male,2014,1011,2,,
Female,2014,1012,2,,
Female,2014,1013,2,,
Female,2014,1014,2,,
Male,2014,1015,2,,
Male,2014,1016,2,,
Female,2014,1017,2,,
Female (trans),2014,1018,2,,
Male,2014,1019,2,,
Male,2014,1020,2,,
Male,2014,1021,2,,
Female,2014,1022,2,,
Male,2014,1023,2,,
Male,2014,1024,2,,
Male,2014,1025,2,,
Male,2014,1026,2,,
Female,2014,1027,2,,
Male,2014,1028,2,,
Female,2014,1029,2,,
Male,2014,1030,2,,
Male,2014,1031,2,,
Male,2014,1032,2,,
Male,2014,1033,2,,
Female,2014,1034,2,,
Male,2014,1035,2,,
Male,2014,1036,2,,
Male,2014,1037,2,,
Male,2014,1038,2,,
Female,2014,1039,2,,
Male,2014,1040,2,,
Female,2014,1041,2,,
Male,2014,1042,2,,
Male,2014,1043,2,,
Male,2014,1044,2,,
Female,2014,1045,2,,
Female,2014,1046,2,,
Male,2014,1047,2,,
Male,2014,1048,2,,
Male,2014,1049,2,,
Male,2014,1050,2,,
Female,2014,1051,2,,
Female,2014,1052,2,,
Male,2014,1053,2,,
Male,2014,1054,2,,
Male,2014,1055,2,,
Male,2014,1056,2,,
Male,2014,1057,2,,
Male,2014,1058,2,,
Male,2014,1059,2,,
Female,2014,1060,2,,
Female,2014,1061,2,,
Male,2014,1062,2,,
Male,2014,1063,2,,
Male,2014,1064,2,,
Male,2014,1065,2,,
Male,2014,1066,2,,
Male,2014,1067,2,,
Male,2014,1068,2,,
Male,2014,1069,2,,
Male,2014,1070,2,,
Female,2014,1071,2,,
Male,2014,1072,2,,
Male,2014,1073,2,,
Male,2014,1074,2,,
Male,2014,1075,2,,
Male,2014,1076,2,,
Male,2014,1077,2,,
Female,2014,1078,2,,
Female,2014,1079,2,,
Male,2014,1080,2,,
Male,2014,1081,2,,
Male,2014,1082,2,,
Female,2014,1083,2,,
Female,2014,1084,2,,
Male,2014,1085,2,,
Male,2014,1086,2,,
Male,2014,1087,2,,
Male,2014,1088,2,,
Male,2014,1089,2,,
Female,2014,1090,2,,
Male,2014,1091,2,,
Male,2014,1092,2,,
Male,2014,1093,2,,
Male,2014,1094,2,,
Male,2014,1095,2,,
Male,2014,1096,2,,
Male,2014,1097,2,,
Male,2014,1098,2,,
Male,2014,1099,2,,
Male,2014,1100,2,,
Male,2014,1101,2,,
Male,2014,1102,2,,
Female,2014,1103,2,,
Female,2014,1104,2,,
Male,2014,1105,2,,
Male,2014,1106,2,,
Male,2014,1107,2,,
Male,2014,1108,2,,
Female,2014,1109,2,,
Male,2014,1110,2,,
Male,2014,1111,2,,
Male,2014,1112,2,,
Male,2014,1113,2,,
Male,2014,1114,2,,
Male,2014,1115,2,,
Male,2014,1116,2,,
Male,2014,1117,2,,
Male,2014,1118,2,,
Male,2014,1119,2,,
Male,2014,1120,2,,
Male,2014,1121,2,,
Male,2014,1122,2,,
Female,2014,1123,2,,
Female,2014,1124,2,,
Male,2014,1125,2,,
Male,2014,1126,2,,
Female,2014,1127,2,,
p,2014,1128,2,,
Male,2014,1129,2,,
Male,2014,1130,2,,
Female,2014,1131,2,,
Male,2014,1132,2,,
Female,2014,1133,2,,
Male,2014,1134,2,,
Male,2014,1135,2,,
Male,2014,1136,2,,
Male,2014,1137,2,,
Male,2014,1138,2,,
Male,2014,1139,2,,
